Sample_Description,Target_Gene,shRNA_ID,Day_Tx,Tx,Dox,Read_Counts,RTN
T10_Dox_0.6nM,Cd47,Cd47_06,6,Low,Y,2283,0.003303003954055982
T10_Dox_0.6nM,Cd47,Cd47_07,6,Low,Y,710,0.00102721542154172
T10_Dox_0.6nM,Cd47,Cd47_08,6,Low,Y,4844,0.007008213383025482
T10_Dox_0.6nM,Cd47,Cd47_09,6,Low,Y,1254,0.0018142649839624184
T10_Dox_0.6nM,Cd47,Cd47_10,6,Low,Y,1521,0.0022005558537534597
T10_Dox_0.6nM,Cdk12,Cdk12_01,6,Low,Y,1299,0.0018793701867361894
T10_Dox_0.6nM,Cdk12,Cdk12_02,6,Low,Y,3950,0.005714790021253232
T10_Dox_0.6nM,Cdk12,Cdk12_03,6,Low,Y,2286,0.0033073443009075665
T10_Dox_0.6nM,Cdk12,Cdk12_04,6,Low,Y,3222,0.004661532518602003
T10_Dox_0.6nM,Cdk12,Cdk12_05,6,Low,Y,727,0.001051810720367367
T10_Dox_0.6nM,Cdk12,Cdk12_06,6,Low,Y,1403,0.0020298355442577936
T10_Dox_0.6nM,Cdk12,Cdk12_07,6,Low,Y,852,0.001232658505850064
T10_Dox_0.6nM,Cdk12,Cdk12_08,6,Low,Y,4032,0.005833426168529881
T10_Dox_0.6nM,Cdk12,Cdk12_09,6,Low,Y,2848,0.004120435944437773
T10_Dox_0.6nM,Cdk12,Cdk12_10,6,Low,Y,2698,0.0039034186018585366
T10_Dox_0.6nM,Cdk2,Cdk2_01,6,Low,Y,1090,0.0015769926894091196
T10_Dox_0.6nM,Cdk2,Cdk2_02,6,Low,Y,3561,0.005151991712831078
T10_Dox_0.6nM,Cdk2,Cdk2_03,6,Low,Y,1753,0.0025362093436093456
T10_Dox_0.6nM,Cdk2,Cdk2_04,6,Low,Y,4577,0.006621922513234441
T10_Dox_0.6nM,Cdk2,Cdk2_05,6,Low,Y,1868,0.002702589306253427
T10_Dox_0.6nM,Cdk2,Cdk2_06,6,Low,Y,3766,0.005448582081022701
T10_Dox_0.6nM,Cdk2,Cdk2_07,6,Low,Y,1530,0.002213576894308214
T10_Dox_0.6nM,Cdk2,Cdk2_08,6,Low,Y,2965,0.004289709471649578
T10_Dox_0.6nM,Cdk2,Cdk2_09,6,Low,Y,2562,0.003706656211253362
T10_Dox_0.6nM,Cdk2,Cdk2_10,6,Low,Y,2184,0.0031597725079536856
T10_Dox_0.6nM,Cdk4,Cdk4_01,6,Low,Y,1780,0.0025752724652736082
T10_Dox_0.6nM,Cdk4,Cdk4_02,6,Low,Y,2857,0.004133456984992527
T10_Dox_0.6nM,Cdk4,Cdk4_03,6,Low,Y,1478,0.002138344215547412
T10_Dox_0.6nM,Cdk4,Cdk4_04,6,Low,Y,1125,0.0016276300693442748
T10_Dox_0.6nM,Cdk4,Cdk4_05,6,Low,Y,2025,0.0029297341248196948
T10_Dox_0.6nM,Cdk4,Cdk4_06,6,Low,Y,1775,0.0025680385538543004
T10_Dox_0.6nM,Cdk4,Cdk4_07,6,Low,Y,770,0.0011140223585734148
T10_Dox_0.6nM,Cdk4,Cdk4_08,6,Low,Y,3021,0.004370729279545826
T10_Dox_0.6nM,Cdk4,Cdk4_09,6,Low,Y,3378,0.0048872305548844095
T10_Dox_0.6nM,Cdk4,Cdk4_10,6,Low,Y,4571,0.006613241819531272
T10_Dox_0.6nM,Cdk6,Cdk6_01,6,Low,Y,1398,0.0020226016328384858
T10_Dox_0.6nM,Cdk6,Cdk6_02,6,Low,Y,1645,0.002379956856952295
T10_Dox_0.6nM,Cdk6,Cdk6_03,6,Low,Y,1370,0.0019820917288903613
T10_Dox_0.6nM,Cdk6,Cdk6_04,6,Low,Y,2912,0.004213030010604914
T10_Dox_0.6nM,Cdk6,Cdk6_05,6,Low,Y,1428,0.002066005101354333
T10_Dox_0.6nM,Cdk6,Cdk6_06,6,Low,Y,2426,0.0035098938206481875
T10_Dox_0.6nM,Cdk6,Cdk6_07,6,Low,Y,2706,0.0039149928601294294
T10_Dox_0.6nM,Cdk6,Cdk6_08,6,Low,Y,2693,0.003896184690439229
T10_Dox_0.6nM,Cdk6,Cdk6_09,6,Low,Y,2816,0.004074138911354203
T10_Dox_0.6nM,Cdk6,Cdk6_10,6,Low,Y,2414,0.0034925324332418487
T10_Dox_0.6nM,Cdk7,Cdk7_01,6,Low,Y,2306,0.003336279946584798
T10_Dox_0.6nM,Cdk7,Cdk7_02,6,Low,Y,1180,0.0017072030949566617
T10_Dox_0.6nM,Cdk7,Cdk7_03,6,Low,Y,5240,0.007581139167434667
T10_Dox_0.6nM,Cdk7,Cdk7_04,6,Low,Y,2208,0.0031944952827663636
T10_Dox_0.6nM,Cdk7,Cdk7_05,6,Low,Y,2902,0.0041985621877662985
T10_Dox_0.6nM,Cdk7,Cdk7_06,6,Low,Y,3215,0.004651405042614972
T10_Dox_0.6nM,Cdk7,Cdk7_07,6,Low,Y,558,0.0008073045143947603
T10_Dox_0.6nM,Cdk7,Cdk7_08,6,Low,Y,3543,0.0051259496317215695
T10_Dox_0.6nM,Cdk7,Cdk7_09,6,Low,Y,1381,0.0019980063340128387
T10_Dox_0.6nM,Cdk7,Cdk7_10,6,Low,Y,2737,0.003959843110929138
T10_Dox_0.6nM,Cdk8,Cdk8_01,6,Low,Y,1503,0.0021745137726439513
T10_Dox_0.6nM,Cdk8,Cdk8_02,6,Low,Y,2115,0.003059944530367237
T10_Dox_0.6nM,Cdk8,Cdk8_03,6,Low,Y,3327,0.004813444658407469
T10_Dox_0.6nM,Cdk8,Cdk8_04,6,Low,Y,3866,0.005593260309408859
T10_Dox_0.6nM,Cdk8,Cdk8_05,6,Low,Y,2765,0.0040003530148772625
T10_Dox_0.6nM,Cdk8,Cdk8_06,6,Low,Y,2547,0.003684954476995438
T10_Dox_0.6nM,Cdk8,Cdk8_07,6,Low,Y,2237,0.003236451968998349
T10_Dox_0.6nM,Cdk8,Cdk8_08,6,Low,Y,2822,0.004082819605057372
T10_Dox_0.6nM,Cdk8,Cdk8_09,6,Low,Y,3543,0.0051259496317215695
T10_Dox_0.6nM,Cdk8,Cdk8_10,6,Low,Y,3693,0.005342966974300806
T10_Dox_0.6nM,Cdk9,Cdk9_01,6,Low,Y,569,0.0008232191195172377
T10_Dox_0.6nM,Cdk9,Cdk9_02,6,Low,Y,763,0.0011038948825863838
T10_Dox_0.6nM,Cdk9,Cdk9_03,6,Low,Y,4986,0.007213656467333826
T10_Dox_0.6nM,Cdk9,Cdk9_04,6,Low,Y,2637,0.0038151648825429803
T10_Dox_0.6nM,Cdk9,Cdk9_05,6,Low,Y,2486,0.003596700757679882
T10_Dox_0.6nM,Cdk9,Cdk9_06,6,Low,Y,2913,0.0042144767928887755
T10_Dox_0.6nM,Cdk9,Cdk9_07,6,Low,Y,3069,0.004440174829171182
T10_Dox_0.6nM,Cdk9,Cdk9_08,6,Low,Y,2840,0.00410886168616688
T10_Dox_0.6nM,Cdk9,Cdk9_09,6,Low,Y,1375,0.001989325640309669
T10_Dox_0.6nM,Cdk9,Cdk9_10,6,Low,Y,3256,0.004710723116253297
T10_Dox_0.6nM,Cdkn1a,Cdkn1a_01,6,Low,Y,4291,0.00620814278005003
T10_Dox_0.6nM,Cdkn1a,Cdkn1a_02,6,Low,Y,3332,0.004820678569826777
T10_Dox_0.6nM,Cdkn1a,Cdkn1a_03,6,Low,Y,3534,0.005112928591166815
T10_Dox_0.6nM,Cdkn1a,Cdkn1a_04,6,Low,Y,4048,0.005856574685071667
T10_Dox_0.6nM,Cdkn1a,Cdkn1a_05,6,Low,Y,1177,0.0017028627481050769
T10_Dox_0.6nM,Cdkn1a,Cdkn1a_06,6,Low,Y,4288,0.006203802433198445
T10_Dox_0.6nM,Cdkn1a,Cdkn1a_07,6,Low,Y,5135,0.007429227027629201
T10_Dox_0.6nM,Cdkn1a,Cdkn1a_08,6,Low,Y,4158,0.00601572073629644
T10_Dox_0.6nM,Cdkn1a,Cdkn1a_09,6,Low,Y,1663,0.0024059989380618035
T10_Dox_0.6nM,Cdkn1a,Cdkn1a_10,6,Low,Y,2810,0.004065458217651034
T10_Dox_0.6nM,Cdkn2a(Arf),Cdkn2a(Arf)_01,6,Low,Y,1963,0.002840033623220277
T10_Dox_0.6nM,Cdkn2a(Arf),Cdkn2a(Arf)_02,6,Low,Y,4085,0.005910105629574545
T10_Dox_0.6nM,Cdkn2a(Arf),Cdkn2a(Arf)_03,6,Low,Y,2744,0.003969970586916169
T10_Dox_0.6nM,Cdkn2a(Arf),Cdkn2a(Arf)_04,6,Low,Y,2052,0.0029687972464839574
T10_Dox_0.6nM,Cdkn2a(Arf),Cdkn2a(Arf)_05,6,Low,Y,2234,0.0032321116221467644
T10_Dox_0.6nM,Cdkn2a(Arf),Cdkn2a(Arf)_06,6,Low,Y,2912,0.004213030010604914
T10_Dox_0.6nM,Cdkn2a(Arf),Cdkn2a(Arf)_07,6,Low,Y,5618,0.008128022870734343
T10_Dox_0.6nM,Cdkn2a(Arf),Cdkn2a(Arf)_08,6,Low,Y,3739,0.0054095189593584385
T10_Dox_0.6nM,Cdkn2a(Arf),Cdkn2a(Arf)_09,6,Low,Y,3770,0.0054543692101581475
T10_Dox_0.6nM,Cdkn2a(Arf),Cdkn2a(Arf)_10,6,Low,Y,932,0.0013484010885589904
T10_Dox_0.6nM,Cdkn2a(Ink4a),Cdkn2a(Ink4a)_01,6,Low,Y,2095,0.0030310088846900052
T10_Dox_0.6nM,Cdkn2a(Ink4a),Cdkn2a(Ink4a)_02,6,Low,Y,5229,0.00756522456231219
T10_Dox_0.6nM,Cdkn2a(Ink4a),Cdkn2a(Ink4a)_03,6,Low,Y,2276,0.003292876478068951
T10_Dox_0.6nM,Cdkn2a(Ink4a),Cdkn2a(Ink4a)_04,6,Low,Y,2800,0.004050990394812417
T10_Dox_0.6nM,Cdkn2a(Ink4a),Cdkn2a(Ink4a)_05,6,Low,Y,1638,0.002369829380965264
T10_Dox_0.6nM,Cdkn2a(Ink4a),Cdkn2a(Ink4a)_06,6,Low,Y,3868,0.0055961538739765825
T10_Dox_0.6nM,Cdkn2a(Ink4a),Cdkn2a(Ink4a)_07,6,Low,Y,3882,0.0056164088259506445
T10_Dox_0.6nM,Cdkn2a(Ink4a+Arf),Cdkn2a(Ink4a+Arf)_01,6,Low,Y,5055,0.007313484444920275
T10_Dox_0.6nM,Cdkn2a(Ink4a+Arf),Cdkn2a(Ink4a+Arf)_02,6,Low,Y,2122,0.003070072006354268
T10_Dox_0.6nM,Cdkn2a(Ink4a+Arf),Cdkn2a(Ink4a+Arf)_03,6,Low,Y,3942,0.005703215762982339
T10_Dox_0.6nM,Cdkn2a(Ink4a+Arf),Cdkn2a(Ink4a+Arf)_04,6,Low,Y,763,0.0011038948825863838
T10_Dox_0.6nM,Cdkn2a(Ink4a+Arf),Cdkn2a(Ink4a+Arf)_05,6,Low,Y,1074,0.0015538441728673344
T10_Dox_0.6nM,Cdkn2a(Ink4a+Arf),Cdkn2a(Ink4a+Arf)_06,6,Low,Y,3259,0.004715063463104882
T10_Dox_0.6nM,Cdkn2a(Ink4a+Arf),Cdkn2a(Ink4a+Arf)_07,6,Low,Y,3045,0.004405452054358504
T10_Dox_0.6nM,Cdkn2a(Ink4a+Arf),Cdkn2a(Ink4a+Arf)_08,6,Low,Y,2421,0.0035026599092288797
T10_Dox_0.6nM,Cdkn2a(Ink4a+Arf),Cdkn2a(Ink4a+Arf)_09,6,Low,Y,4673,0.006760813612485152
T10_Dox_0.6nM,Cdkn2a(Ink4a+Arf),Cdkn2a(Ink4a+Arf)_10,6,Low,Y,2629,0.0038035906242720875
T10_Dox_0.6nM,Cdkn2b,Cdkn2b_01,6,Low,Y,3566,0.005159225624250386
T10_Dox_0.6nM,Cdkn2b,Cdkn2b_02,6,Low,Y,3536,0.005115822155734539
T10_Dox_0.6nM,Cdkn2b,Cdkn2b_03,6,Low,Y,3584,0.005185267705359894
T10_Dox_0.6nM,Cdkn2b,Cdkn2b_04,6,Low,Y,4654,0.006733324749091782
T10_Dox_0.6nM,Cdkn2b,Cdkn2b_05,6,Low,Y,4879,0.007058850762960638
T10_Dox_0.6nM,Cdkn2b,Cdkn2b_06,6,Low,Y,5421,0.007843006760813613
T10_Dox_0.6nM,Cdkn2b,Cdkn2b_07,6,Low,Y,2958,0.0042795819956625465
T10_Dox_0.6nM,Cdkn2b,Cdkn2b_08,6,Low,Y,3272,0.004733871632795082
T10_Dox_0.6nM,Cdkn2b,Cdkn2b_09,6,Low,Y,2606,0.0037703146317432713
T10_Dox_0.6nM,Cdkn2b,Cdkn2b_10,6,Low,Y,4463,0.006456989332874221
T10_Dox_0.6nM,Chek1,Chek1_01,6,Low,Y,1281,0.001853328105626681
T10_Dox_0.6nM,Chek1,Chek1_02,6,Low,Y,1481,0.0021426845623989965
T10_Dox_0.6nM,Chek1,Chek1_03,6,Low,Y,6113,0.008844180101245824
T10_Dox_0.6nM,Chek1,Chek1_04,6,Low,Y,2507,0.0036270831856409754
T10_Dox_0.6nM,Chek1,Chek1_05,6,Low,Y,2798,0.004048096830244694
T10_Dox_0.6nM,Chek1,Chek1_06,6,Low,Y,2879,0.004165286195237482
T10_Dox_0.6nM,Chek1,Chek1_07,6,Low,Y,2343,0.0033898108910876763
T10_Dox_0.6nM,Chek1,Chek1_08,6,Low,Y,1553,0.00224685288683703
T10_Dox_0.6nM,Chek1,Chek1_09,6,Low,Y,2482,0.003590913628544436
T10_Dox_0.6nM,Chek1,Chek1_10,6,Low,Y,3696,0.005347307321152391
T10_Dox_0.6nM,Chek2,Chek2_01,6,Low,Y,3422,0.004950888975374319
T10_Dox_0.6nM,Chek2,Chek2_02,6,Low,Y,3501,0.005065184775799383
T10_Dox_0.6nM,Chek2,Chek2_03,6,Low,Y,1696,0.0024537427534292357
T10_Dox_0.6nM,Chek2,Chek2_04,6,Low,Y,2377,0.00343900148873897
T10_Dox_0.6nM,Chek2,Chek2_05,6,Low,Y,2300,0.0033275992528816285
T10_Dox_0.6nM,Chek2,Chek2_06,6,Low,Y,4033,0.0058348729508137425
T10_Dox_0.6nM,Chek2,Chek2_07,6,Low,Y,5353,0.007744625565511025
T10_Dox_0.6nM,Chek2,Chek2_08,6,Low,Y,3266,0.0047251909390919125
T10_Dox_0.6nM,Chek2,Chek2_09,6,Low,Y,4915,0.007110934925179654
T10_Dox_0.6nM,Chek2,Chek2_10,6,Low,Y,6662,0.00963846357508583
T10_Dox_0.6nM,Cic,Cic_01,6,Low,Y,3862,0.005587473180273413
T10_Dox_0.6nM,Cic,Cic_02,6,Low,Y,1802,0.002607101675518563
T10_Dox_0.6nM,Cic,Cic_03,6,Low,Y,1910,0.002763354162175613
T10_Dox_0.6nM,Cic,Cic_04,6,Low,Y,6095,0.008818138020136316
T10_Dox_0.6nM,Cic,Cic_05,6,Low,Y,3866,0.005593260309408859
T10_Dox_0.6nM,Cic,Cic_06,6,Low,Y,3542,0.005124502849437708
T10_Dox_0.6nM,Cic,Cic_07,6,Low,Y,3640,0.005266287513256143
T10_Dox_0.6nM,Cic,Cic_08,6,Low,Y,3058,0.004424260224048704
T10_Dox_0.6nM,Cic,Cic_09,6,Low,Y,2905,0.0042029025346178835
T10_Dox_0.6nM,Cic,Cic_10,6,Low,Y,2958,0.0042795819956625465
T10_Dox_0.6nM,Cldn18(A1),Cldn18(A1)_01,6,Low,Y,1314,0.001901071920994113
T10_Dox_0.6nM,Cldn18(A1),Cldn18(A1)_02,6,Low,Y,2475,0.0035807861525574045
T10_Dox_0.6nM,Cldn18(A1),Cldn18(A1)_03,6,Low,Y,1025,0.001482951840958117
T10_Dox_0.6nM,Cldn18(A1),Cldn18(A1)_04,6,Low,Y,5598,0.008099087225057111
T10_Dox_0.6nM,Cldn18(A1),Cldn18(A1)_05,6,Low,Y,1994,0.0028848838740199857
T10_Dox_0.6nM,Cldn18(A1),Cldn18(A1)_06,6,Low,Y,3610,0.005222884044740295
T10_Dox_0.6nM,Cldn18(A1),Cldn18(A1)_07,6,Low,Y,3665,0.005302457070352682
T10_Dox_0.6nM,Cldn18(A1),Cldn18(A1)_08,6,Low,Y,3671,0.005311137764055851
T10_Dox_0.6nM,Cldn18(A1),Cldn18(A1)_09,6,Low,Y,3214,0.004649958260331111
T10_Dox_0.6nM,Cldn18(A1),Cldn18(A1)_10,6,Low,Y,2216,0.003206069541037256
T10_Dox_0.6nM,Cldn18(A1+A2),Cldn18(A1+A2)_01,6,Low,Y,4641,0.006714516579401582
T10_Dox_0.6nM,Cldn18(A1+A2),Cldn18(A1+A2)_02,6,Low,Y,4405,0.006373075960410249
T10_Dox_0.6nM,Cldn18(A1+A2),Cldn18(A1+A2)_03,6,Low,Y,2569,0.003716783687240393
T10_Dox_0.6nM,Cldn18(A1+A2),Cldn18(A1+A2)_04,6,Low,Y,2943,0.004257880261404623
T10_Dox_0.6nM,Cldn18(A1+A2),Cldn18(A1+A2)_05,6,Low,Y,3391,0.00490603872457461
T10_Dox_0.6nM,Cldn18(A1+A2),Cldn18(A1+A2)_06,6,Low,Y,1010,0.0014612501067001935
T10_Dox_0.6nM,Cldn18(A1+A2),Cldn18(A1+A2)_07,6,Low,Y,2350,0.0033999383670747074
T10_Dox_0.6nM,Cldn18(A1+A2),Cldn18(A1+A2)_08,6,Low,Y,1763,0.002550677166447961
T10_Dox_0.6nM,Cldn18(A1+A2),Cldn18(A1+A2)_09,6,Low,Y,1170,0.0016927352721180459
T10_Dox_0.6nM,Cldn18(A1+A2),Cldn18(A1+A2)_10,6,Low,Y,1380,0.0019965595517289774
T10_Dox_0.6nM,Cldn18(A2),Cldn18(A2)_01,6,Low,Y,757,0.0010952141888832144
T10_Dox_0.6nM,Cldn18(A2),Cldn18(A2)_02,6,Low,Y,945,0.0013672092582491908
T10_Dox_0.6nM,Cldn18(A2),Cldn18(A2)_03,6,Low,Y,1083,0.0015668652134220886
T10_Dox_0.6nM,Cldn18(A2),Cldn18(A2)_04,6,Low,Y,4003,0.005791469482297896
T10_Dox_0.6nM,Cldn18(A2),Cldn18(A2)_05,6,Low,Y,2554,0.003695081952982469
T10_Dox_0.6nM,Cldn18(A2),Cldn18(A2)_06,6,Low,Y,2148,0.0031076883457346687
T10_Dox_0.6nM,Cldn18(A2),Cldn18(A2)_07,6,Low,Y,2009,0.0029065856082779095
T10_Dox_0.6nM,Cldn18(A2),Cldn18(A2)_08,6,Low,Y,2579,0.0037312515100790086
T10_Dox_0.6nM,Cldn18(A2),Cldn18(A2)_09,6,Low,Y,1350,0.0019531560832131297
T10_Dox_0.6nM,Cldn18(A2),Cldn18(A2)_10,6,Low,Y,2564,0.0037095497758210852
T10_Dox_0.6nM,Cldn3,Cldn3_01,6,Low,Y,870,0.0012587005869595725
T10_Dox_0.6nM,Cldn3,Cldn3_02,6,Low,Y,1425,0.002061664754502748
T10_Dox_0.6nM,Cldn3,Cldn3_03,6,Low,Y,4452,0.006441074727751744
T10_Dox_0.6nM,Cldn3,Cldn3_04,6,Low,Y,2391,0.003459256440713032
T10_Dox_0.6nM,Cldn3,Cldn3_05,6,Low,Y,3080,0.004456089434293659
T10_Dox_0.6nM,Cldn3,Cldn3_06,6,Low,Y,2610,0.0037761017608787177
T10_Dox_0.6nM,Cldn3,Cldn3_07,6,Low,Y,4778,0.0069127257522906185
T10_Dox_0.6nM,Cldn3,Cldn3_08,6,Low,Y,4086,0.005911552411858406
T10_Dox_0.6nM,Cldn3,Cldn3_09,6,Low,Y,1460,0.0021123021344379034
T10_Dox_0.6nM,Cldn3,Cldn3_10,6,Low,Y,4679,0.006769494306188322
T10_Dox_0.6nM,Crbn,Crbn_01,6,Low,Y,1544,0.002233831846282276
T10_Dox_0.6nM,Crbn,Crbn_02,6,Low,Y,3021,0.004370729279545826
T10_Dox_0.6nM,Crbn,Crbn_03,6,Low,Y,2512,0.003634317097060283
T10_Dox_0.6nM,Crbn,Crbn_04,6,Low,Y,2279,0.0032972168249205355
T10_Dox_0.6nM,Crbn,Crbn_05,6,Low,Y,2124,0.003072965570921991
T10_Dox_0.6nM,Crbn,Crbn_06,6,Low,Y,3676,0.00531837167547516
T10_Dox_0.6nM,Crbn,Crbn_07,6,Low,Y,4628,0.006695708409711381
T10_Dox_0.6nM,Crbn,Crbn_08,6,Low,Y,3349,0.004845273868652423
T10_Dox_0.6nM,Crbn,Crbn_09,6,Low,Y,2522,0.0036487849198988988
T10_Dox_0.6nM,Crbn,Crbn_10,6,Low,Y,4195,0.006069251680799318
T10_Dox_0.6nM,Ctnnb1,Ctnnb1_01,6,Low,Y,1818,0.0026302501920603483
T10_Dox_0.6nM,Ctnnb1,Ctnnb1_02,6,Low,Y,1820,0.0026331437566280715
T10_Dox_0.6nM,Ctnnb1,Ctnnb1_03,6,Low,Y,4066,0.005882616766181175
T10_Dox_0.6nM,Ctnnb1,Ctnnb1_04,6,Low,Y,1661,0.0024031053734940803
T10_Dox_0.6nM,Ctnnb1,Ctnnb1_05,6,Low,Y,2425,0.0035084470383643256
T10_Dox_0.6nM,Ctnnb1,Ctnnb1_06,6,Low,Y,2868,0.004149371590115004
T10_Dox_0.6nM,Ctnnb1,Ctnnb1_07,6,Low,Y,2783,0.004026395095986771
T10_Dox_0.6nM,Ctnnb1,Ctnnb1_08,6,Low,Y,2519,0.003644444573047314
T10_Dox_0.6nM,Ctnnb1,Ctnnb1_09,6,Low,Y,4847,0.007012553729877067
T10_Dox_0.6nM,Ctnnb1,Ctnnb1_10,6,Low,Y,3181,0.004602214444963678
T10_Dox_0.6nM,EGFP,EGFP_01,6,Low,Y,1645,0.002379956856952295
T10_Dox_0.6nM,EGFP,EGFP_02,6,Low,Y,6814,0.00985837448223279
T10_Dox_0.6nM,EGFP,EGFP_03,6,Low,Y,6008,0.008692267961440358
T10_Dox_0.6nM,EGFP,EGFP_04,6,Low,Y,1345,0.001945922171793822
T10_Dox_0.6nM,EGFP,EGFP_05,6,Low,Y,3322,0.0048062107469881606
T10_Dox_0.6nM,EGFP,EGFP_06,6,Low,Y,2434,0.00352146807891908
T10_Dox_0.6nM,EGFP,EGFP_07,6,Low,Y,2261,0.003271174743811027
T10_Dox_0.6nM,EGFP,EGFP_08,6,Low,Y,2022,0.00292539377796811
T10_Dox_0.6nM,EGFP,EGFP_09,6,Low,Y,3410,0.00493352758796798
T10_Dox_0.6nM,EGFP,EGFP_10,6,Low,Y,4157,0.006014273954012579
T10_Dox_0.6nM,Egfr,Egfr_01,6,Low,Y,806,0.0011661065207924316
T10_Dox_0.6nM,Egfr,Egfr_02,6,Low,Y,1443,0.0020877068356122564
T10_Dox_0.6nM,Egfr,Egfr_03,6,Low,Y,2109,0.0030512638366640673
T10_Dox_0.6nM,Egfr,Egfr_04,6,Low,Y,3096,0.004479237950835445
T10_Dox_0.6nM,Egfr,Egfr_05,6,Low,Y,3134,0.004534215677622184
T10_Dox_0.6nM,Egfr,Egfr_06,6,Low,Y,2136,0.00309032695832833
T10_Dox_0.6nM,Egfr,Egfr_07,6,Low,Y,3113,0.004503833249661091
T10_Dox_0.6nM,Egfr,Egfr_08,6,Low,Y,2249,0.0032538133564046882
T10_Dox_0.6nM,Egfr,Egfr_09,6,Low,Y,3562,0.005153438495114939
T10_Dox_0.6nM,Egfr,Egfr_10,6,Low,Y,2465,0.003566318329718789
T10_Dox_0.6nM,Elf3,Elf3_01,6,Low,Y,4727,0.006838939855813677
T10_Dox_0.6nM,Elf3,Elf3_02,6,Low,Y,1631,0.002359701904978233
T10_Dox_0.6nM,Elf3,Elf3_03,6,Low,Y,1118,0.0016175025933572438
T10_Dox_0.6nM,Elf3,Elf3_04,6,Low,Y,2572,0.0037211240340919776
T10_Dox_0.6nM,Elf3,Elf3_05,6,Low,Y,3771,0.005455815992442009
T10_Dox_0.6nM,Elf3,Elf3_06,6,Low,Y,4375,0.0063296724918944025
T10_Dox_0.6nM,Elf3,Elf3_07,6,Low,Y,3098,0.0044821315154031675
T10_Dox_0.6nM,Elf3,Elf3_08,6,Low,Y,4662,0.006744899007362675
T10_Dox_0.6nM,Elf3,Elf3_09,6,Low,Y,867,0.001254360240107988
T10_Dox_0.6nM,Elf3,Elf3_10,6,Low,Y,2850,0.004123329509005496
T10_Dox_0.6nM,Ep300,Ep300_01,6,Low,Y,4073,0.005892744242168206
T10_Dox_0.6nM,Ep300,Ep300_02,6,Low,Y,1081,0.0015639716488543654
T10_Dox_0.6nM,Ep300,Ep300_03,6,Low,Y,2143,0.003100454434315361
T10_Dox_0.6nM,Ep300,Ep300_04,6,Low,Y,1708,0.0024711041408355745
T10_Dox_0.6nM,Ep300,Ep300_05,6,Low,Y,1922,0.0027807155495819524
T10_Dox_0.6nM,Ep300,Ep300_06,6,Low,Y,1841,0.0026635261845891645
T10_Dox_0.6nM,Ep300,Ep300_07,6,Low,Y,3189,0.004613788703234571
T10_Dox_0.6nM,Ep300,Ep300_08,6,Low,Y,2353,0.0034042787139262924
T10_Dox_0.6nM,Ep300,Ep300_09,6,Low,Y,4597,0.006650858158911673
T10_Dox_0.6nM,Ep300,Ep300_10,6,Low,Y,2512,0.003634317097060283
T10_Dox_0.6nM,Erbb2,Erbb2_01,6,Low,Y,659,0.0009534295250647796
T10_Dox_0.6nM,Erbb2,Erbb2_02,6,Low,Y,1802,0.002607101675518563
T10_Dox_0.6nM,Erbb2,Erbb2_03,6,Low,Y,1536,0.002222257588011383
T10_Dox_0.6nM,Erbb2,Erbb2_04,6,Low,Y,1460,0.0021123021344379034
T10_Dox_0.6nM,Erbb2,Erbb2_05,6,Low,Y,1782,0.0025781660298413315
T10_Dox_0.6nM,Erbb2,Erbb2_06,6,Low,Y,1809,0.002617229151505594
T10_Dox_0.6nM,Erbb2,Erbb2_07,6,Low,Y,2605,0.00376886784945941
T10_Dox_0.6nM,Erbb2,Erbb2_08,6,Low,Y,1844,0.002667866531440749
T10_Dox_0.6nM,Erbb2,Erbb2_09,6,Low,Y,5735,0.008297296397946147
T10_Dox_0.6nM,Erbb2,Erbb2_10,6,Low,Y,1919,0.0027763752027303674
T10_Dox_0.6nM,Erbb3,Erbb3_01,6,Low,Y,2314,0.0033478542048556905
T10_Dox_0.6nM,Erbb3,Erbb3_02,6,Low,Y,4099,0.005930360581548607
T10_Dox_0.6nM,Erbb3,Erbb3_03,6,Low,Y,1536,0.002222257588011383
T10_Dox_0.6nM,Erbb3,Erbb3_04,6,Low,Y,2137,0.0030917737406121913
T10_Dox_0.6nM,Erbb3,Erbb3_05,6,Low,Y,2001,0.0028950113500070167
T10_Dox_0.6nM,Erbb3,Erbb3_06,6,Low,Y,4098,0.005928913799264746
T10_Dox_0.6nM,Erbb3,Erbb3_07,6,Low,Y,780,0.0011284901814120306
T10_Dox_0.6nM,Erbb3,Erbb3_08,6,Low,Y,3313,0.004793189706433407
T10_Dox_0.6nM,Erbb3,Erbb3_09,6,Low,Y,2349,0.003398491584790846
T10_Dox_0.6nM,Erbb3,Erbb3_10,6,Low,Y,1652,0.0023900843329393265
T10_Dox_0.6nM,Ern1,Ern1_01,6,Low,Y,2197,0.003178580677643886
T10_Dox_0.6nM,Ern1,Ern1_02,6,Low,Y,3389,0.0049031451600068865
T10_Dox_0.6nM,Ern1,Ern1_03,6,Low,Y,4073,0.005892744242168206
T10_Dox_0.6nM,Ern1,Ern1_04,6,Low,Y,2635,0.003812271317975257
T10_Dox_0.6nM,Ern1,Ern1_05,6,Low,Y,3048,0.004409792401210089
T10_Dox_0.6nM,Ern1,Ern1_06,6,Low,Y,893,0.001291976579488389
T10_Dox_0.6nM,Ern1,Ern1_07,6,Low,Y,2043,0.002955776205929203
T10_Dox_0.6nM,Ern1,Ern1_08,6,Low,Y,2860,0.0041377973318441124
